timestamp,open,high,low,close,volume
1669075200,15782.30078125,16253.0478515625,15656.6064453125,16189.76953125,30726828760
1669161600,16195.5888671875,16638.193359375,16170.5029296875,16610.70703125,32958875628
1669248000,16611.63671875,16771.474609375,16501.767578125,16604.46484375,26129037414
1669334400,16602.26953125,16603.31640625,16388.404296875,16521.841796875,18678255976
1669420800,16521.576171875,16666.86328125,16416.228515625,16464.28125,18000008764
1669507200,16463.8828125,16594.40625,16437.025390625,16444.626953125,20443898509
1669593600,16440.22265625,16482.93359375,16054.5302734375,16217.322265625,27743025156
1669680000,16217.6396484375,16522.2578125,16139.396484375,16444.982421875,23581685468
1669766400,16445.4765625,17190.9375,16445.4765625,17168.56640625,29523576583
1669852800,17168.001953125,17197.498046875,16888.388671875,16967.1328125,22895392882
1669939200,16968.68359375,17088.66015625,16877.880859375,17088.66015625,19539705127
1670025600,17090.09765625,17116.041015625,16888.140625,16908.236328125,16217776704
1670112000,16908.169921875,17157.767578125,16903.439453125,17130.486328125,16824520830
1670198400,17128.89453125,17378.15234375,16922.431640625,16974.826171875,22209086834
1670284800,16975.23828125,17091.86328125,16939.921875,17089.50390625,19889922369
1670371200,17089.505859375,17109.376953125,16750.55859375,16848.126953125,19675404389
1670457600,16847.349609375,17267.916015625,16788.783203125,17233.474609375,20496603770
1670544000,17232.1484375,17280.546875,17100.8359375,17133.15234375,20328426366
1670630400,17134.220703125,17216.826171875,17120.68359375,17128.724609375,12706781969
1670716800,17129.7109375,17245.634765625,17091.8203125,17104.193359375,14122486832
1670803200,17102.5,17212.564453125,16899.39453125,17206.4375,19617581341
1670889600,17206.44140625,17930.0859375,17111.763671875,17781.318359375,26634741631
1670976000,17782.06640625,18318.53125,17739.513671875,17815.650390625,25534481470
1671062400,17813.64453125,17846.744140625,17322.58984375,17364.865234375,20964448341
1671148800,17364.546875,17505.525390625,16584.701171875,16647.484375,24031608960
1671235200,16646.982421875,16800.58984375,16614.029296875,16795.091796875,14463581825
1671321600,16795.609375,16815.38671875,16697.8203125,16757.9765625,10924354698
1671408000,16759.041015625,16807.52734375,16398.13671875,16439.6796875,17221074814
1671494400,16441.787109375,17012.984375,16427.8671875,16906.3046875,22722096615
1671580800,16904.52734375,16916.80078125,16755.912109375,16817.53515625,14882945045
1671667200,16818.380859375,16866.673828125,16592.408203125,16830.341796875,16441573050
1671753600,16829.64453125,16905.21875,16794.458984375,16796.953125,15329265213
1671840000,16796.9765625,16864.703125,16793.52734375,16847.755859375,9744636213
1671926400,16847.505859375,16860.5546875,16755.25390625,16841.986328125,11656379938
1672012800,16842.25,16920.123046875,16812.369140625,16919.8046875,11886957804
1672099200,16919.291015625,16959.845703125,16642.072265625,16717.173828125,15748580239
1672185600,16716.400390625,16768.169921875,16497.556640625,16552.572265625,17005713920
1672272000,16552.322265625,16651.755859375,16508.68359375,16642.341796875,14472237479
1672358400,16641.330078125,16643.427734375,16408.474609375,16602.5859375,15929162910
1672444800,16603.673828125,16628.986328125,16517.51953125,16547.49609375,11239186456
1672531200,16547.9140625,16630.439453125,16521.234375,16625.080078125,9244361700
1672617600,16625.509765625,16759.34375,16572.228515625,16688.470703125,12097775227
1672704000,16688.84765625,16760.447265625,16622.37109375,16679.857421875,13903079207
1672790400,16680.205078125,16964.5859375,16667.763671875,16863.23828125,18421743322
1672876800,16863.47265625,16884.021484375,16790.283203125,16836.736328125,13692758566
1672963200,16836.47265625,16991.994140625,16716.421875,16951.96875,14413662913
1673049600,16952.1171875,16975.017578125,16914.19140625,16955.078125,7714767174
1673136000,16954.146484375,17091.14453125,16924.05078125,17091.14453125,9768827914
1673222400,17093.9921875,17389.95703125,17093.9921875,17196.5546875,18624736866
1673308800,17192.94921875,17484.720703125,17162.990234375,17446.29296875,15808338949
1673395200,17446.359375,17934.896484375,17337.994140625,17934.896484375,18372283782
1673481600,18117.59375,19030.087890625,17995.203125,18869.587890625,34971338710
1673568000,18868.90625,19964.322265625,18753.1640625,19909.57421875,29225029694
1673654400,19910.537109375,21075.142578125,19907.828125,20976.298828125,38967784639
1673740800,20977.484375,20993.748046875,20606.986328125,20880.798828125,19298407543
1673827200,20882.224609375,21360.875,20715.74609375,21169.6328125,26792494050
1673913600,21175.833984375,21438.66015625,20978.533203125,21161.51953125,24999983362
1674000000,21161.05078125,21564.501953125,20541.544921875,20688.78125,30005625418
1674086400,20686.74609375,21163.01171875,20685.380859375,21086.79296875,21152848261
1674172800,21085.373046875,22692.357421875,20919.126953125,22676.552734375,28799154319
1674259200,22677.427734375,23282.34765625,22511.833984375,22777.625,32442278429
1674345600,22777.986328125,23056.73046875,22387.900390625,22720.416015625,24746386230
1674432000,22721.087890625,23126.486328125,22654.3046875,22934.431640625,26518700512
1674518400,22929.626953125,23134.01171875,22549.744140625,22636.46875,26405069715
1674604800,22639.267578125,23722.099609375,22406.076171875,23117.859375,30685366709
1674691200,23108.955078125,23237.078125,22911.373046875,23032.77734375,26357839322
1674777600,23030.716796875,23417.720703125,22654.59375,23078.728515625,25383335641
1674864000,23079.96484375,23165.896484375,22908.845703125,23031.08984375,14712928379
1674950400,23031.44921875,23919.890625,22985.0703125,23774.56640625,27423687259
1675036800,23774.6484375,23789.34765625,22657.58203125,22840.138671875,27205595568
1675123200,22840.796875,23225.021484375,22765.568359375,23139.283203125,22837828665
1675209600,23137.8359375,23764.5390625,22877.75,23723.76953125,26683255504
1675296000,23720.82421875,24167.2109375,23468.595703125,23471.87109375,32066936882
1675382400,23469.412109375,23678.103515625,23279.955078125,23449.322265625,27083066007
1675468800,23446.3203125,23556.94921875,23291.794921875,23331.84765625,15639298538
1675555200,23332.248046875,23423.435546875,22841.759765625,22955.666015625,19564262605
1675641600,22954.021484375,23119.279296875,22692.025390625,22760.109375,23825006542
1675728000,22757.267578125,23310.974609375,22756.2578125,23264.291015625,27187964471
1675814400,23263.416015625,23367.958984375,22731.09765625,22939.3984375,25371367758
1675900800,22946.56640625,22996.4375,21773.974609375,21819.0390625,32572572185
1675987200,21819.005859375,21941.185546875,21539.392578125,21651.18359375,27078406594
1676073600,21651.841796875,21891.41015625,21618.44921875,21870.875,16356226232
1676160000,21870.90234375,22060.994140625,21682.828125,21788.203125,17821046406
1676246400,21787.0,21898.4140625,21460.087890625,21808.1015625,23918742607
1676332800,21801.822265625,22293.140625,21632.39453125,22220.8046875,26792596581
1676419200,22220.5859375,24307.841796875,22082.76953125,24307.841796875,32483312909
1676505600,24307.349609375,25134.1171875,23602.5234375,23623.474609375,39316664596
1676592000,23621.283203125,24924.041015625,23460.755859375,24565.6015625,41358451255
1676678400,24565.296875,24798.8359375,24468.373046875,24641.27734375,19625427158
1676764800,24640.02734375,25093.0546875,24327.642578125,24327.642578125,25555105670
1676851200,24336.623046875,25020.458984375,23927.91015625,24829.1484375,28987376573
1676937600,24833.048828125,25126.8515625,24200.36328125,24436.353515625,31252098714
1677024000,24437.41796875,24472.33984375,23644.318359375,24188.84375,30199996781
1677110400,24190.71875,24572.08984375,23693.919921875,23947.4921875,30476264066
1677196800,23946.0078125,24103.705078125,23007.072265625,23198.126953125,26811744928
1677283200,23200.125,23210.2109375,22861.55859375,23175.375,16100721565
1677369600,23174.150390625,23654.3671875,23084.220703125,23561.212890625,16644534842
1677456000,23561.451171875,23857.890625,23205.87890625,23522.87109375,22660763494
1677542400,23521.837890625,23585.384765625,23077.650390625,23147.353515625,20535363434
1677628800,23150.9296875,23880.6328125,23088.626953125,23646.55078125,24662841200
1677715200,23647.01953125,23739.138671875,23245.021484375,23475.466796875,20386398516
1677801600,23476.6328125,23479.34765625,22213.23828125,22362.6796875,26062404610
1677888000,22362.923828125,22405.177734375,22198.98046875,22353.349609375,11166012913
1677974400,22354.14453125,22613.685546875,22307.142578125,22435.513671875,13317001733
1678060800,22436.81640625,22584.29296875,22331.314453125,22429.7578125,17353192895
1678147200,22428.322265625,22527.41796875,22011.26171875,22219.76953125,22765452204
1678233600,22216.44140625,22268.896484375,21708.05078125,21718.080078125,22536575684
1678320000,21720.080078125,21802.716796875,20210.306640625,20363.021484375,30364664171
1678406400,20367.001953125,20370.595703125,19628.25390625,20187.244140625,39578257695
1678492800,20187.876953125,20792.525390625,20068.66015625,20632.41015625,30180288176
