timestamp,open,high,low,close,volume,close_predicted_1
2025-03-01 00:00:00+00:00,84330.8515625,84510.8984375,83794.234375,83832.046875,0,
2025-03-01 01:00:00+00:00,83809.5390625,84741.8984375,83809.5390625,84626.71875,0,
2025-03-01 02:00:00+00:00,84609.890625,85482.8515625,84341.359375,85215.453125,0,
2025-03-01 03:00:00+00:00,85207.03125,85415.6015625,84944.71875,85235.5546875,0,
2025-03-01 04:00:00+00:00,85321.8203125,86501.0625,85302.6328125,86208.6953125,0,
2025-03-01 05:00:00+00:00,86176.78125,86199.703125,85599.203125,85599.203125,0,
2025-03-01 06:00:00+00:00,85592.25,85614.6484375,84933.65625,85017.71875,0,
2025-03-01 07:00:00+00:00,85024.578125,85024.578125,84726.09375,84726.09375,0,
2025-03-01 08:00:00+00:00,84719.984375,85296.125,84719.984375,85285.6953125,0,
2025-03-01 09:00:00+00:00,85273.578125,85458.3203125,85097.1484375,85324.2734375,0,
2025-03-01 10:00:00+00:00,85343.6640625,85368.859375,84786.90625,84791.40625,0,
2025-03-01 11:00:00+00:00,84864.890625,84864.890625,84371.1875,84591.546875,0,
2025-03-01 12:00:00+00:00,84591.2578125,84855.1015625,84452.90625,84754.9609375,0,
2025-03-01 13:00:00+00:00,84732.5859375,84862.359375,84344.234375,84457.3203125,0,
2025-03-01 14:00:00+00:00,84477.421875,84707.7578125,84416.390625,84664.78125,0,
2025-03-01 15:00:00+00:00,84659.640625,84797.265625,84584.6484375,84757.4921875,0,
2025-03-01 16:00:00+00:00,84759.65625,85178.40625,84671.75,85178.40625,0,
2025-03-01 17:00:00+00:00,85186.6796875,85279.7421875,84945.5,85179.8828125,0,
2025-03-01 18:00:00+00:00,85171.2734375,85269.2578125,85055.7421875,85269.2578125,0,
2025-03-01 19:00:00+00:00,85280.265625,85439.1015625,85192.28125,85425.2734375,0,
2025-03-01 20:00:00+00:00,85439.9765625,85516.71875,85359.0234375,85453.6015625,0,
2025-03-01 21:00:00+00:00,85495.390625,86096.625,85307.3828125,85966.1484375,0,
2025-03-01 22:00:00+00:00,86033.0390625,86158.0546875,85685.125,86079.546875,942098432,
2025-03-01 23:00:00+00:00,86086.1171875,86104.1484375,85650.8984375,86039.7578125,0,
2025-03-02 00:00:00+00:00,86024.3515625,86237.3046875,85795.5625,85988.0859375,171909120,
2025-03-02 01:00:00+00:00,85990.8515625,86305.265625,85990.8515625,86305.265625,0,
2025-03-02 02:00:00+00:00,86311.03125,86443.1015625,85630.3203125,85671.1640625,0,
2025-03-02 03:00:00+00:00,85754.71875,86088.765625,85743.15625,85876.8125,224946176,
2025-03-02 04:00:00+00:00,85832.9765625,85832.9765625,85523.25,85680.6953125,0,
2025-03-02 05:00:00+00:00,85701.421875,85970.875,85647.2734375,85900.9765625,0,
2025-03-02 06:00:00+00:00,85914.578125,86448.6484375,85907.3125,86237.953125,0,
2025-03-02 07:00:00+00:00,86240.5703125,86277.0234375,86067.6015625,86202.1796875,0,
2025-03-02 08:00:00+00:00,86207.8046875,86207.8046875,85709.0,85747.6796875,0,
2025-03-02 09:00:00+00:00,85721.7578125,86026.5546875,85687.28125,85966.28125,112064512,
2025-03-02 10:00:00+00:00,85870.0546875,85953.0546875,85780.1796875,85953.0546875,0,
2025-03-02 11:00:00+00:00,85954.9296875,86152.9375,85941.8671875,86088.3046875,0,
2025-03-02 12:00:00+00:00,86072.5078125,86072.5078125,85719.671875,85935.671875,0,
2025-03-02 13:00:00+00:00,85953.4140625,85953.4140625,85502.3125,85609.3125,0,
2025-03-02 14:00:00+00:00,85651.078125,85830.9921875,85058.875,85058.875,0,
2025-03-02 15:00:00+00:00,85061.765625,88340.078125,85061.765625,87533.5859375,6875162624,
2025-03-02 16:00:00+00:00,87428.8984375,91733.6640625,87428.8984375,91515.8515625,8749033472,
2025-03-02 17:00:00+00:00,91371.0078125,95026.0703125,90746.5234375,94013.328125,9698570240,
2025-03-02 18:00:00+00:00,94334.9921875,94334.9921875,92431.09375,92928.203125,4785913856,
2025-03-02 19:00:00+00:00,92797.140625,93548.0625,92711.9140625,93525.1015625,2039693312,
2025-03-02 20:00:00+00:00,93585.9765625,94421.734375,93585.9765625,94421.734375,2380861440,
2025-03-02 21:00:00+00:00,94385.1875,94424.3515625,93726.53125,94161.7890625,1693671424,
2025-03-02 22:00:00+00:00,94261.5,94450.453125,93960.6640625,94450.453125,1183977472,
2025-03-02 23:00:00+00:00,94288.296875,94827.9609375,94024.0859375,94098.5390625,590147584,
2025-03-03 00:00:00+00:00,94292.2421875,94339.484375,93371.1328125,93371.1328125,1778946048,96444.6263472139
2025-03-03 01:00:00+00:00,93305.1875,93359.5,92675.1796875,93088.609375,3145031680,96400.73678932784
2025-03-03 02:00:00+00:00,93069.6484375,93401.65625,92450.6171875,93272.4140625,390270976,96355.94282695514
2025-03-03 03:00:00+00:00,93276.4296875,93379.7578125,92473.046875,92698.84375,2321981440,96416.40349379274
2025-03-03 04:00:00+00:00,92711.625,92899.4375,92594.5859375,92818.953125,679452672,96357.0810445397
